LocationNumber,RSSI,TxLinkSpeed,RxLinkSpeed,MainAPConnect,TxThroughput,AvgPingLatency
11,-61.16,351.83,335.71,1,16.88,55.65
18,-51.99,624.61,631.47,1,5.59,50.66
29,-68.89,462.78,242.77,1,15.61,66.94
31,-76.57,113.55,144.52,1,13.12,73.86
20,-39.66,843.45,857.23,1,17.06,46.83
36,-76.63,119.67,133.81,1,14.41,52.84
24,-62.93,375.4,331.29,1,14.66,47.14
32,-74.24,229.92,200.38,1,3.56,63.41
34,-70.89,263.23,238.82,0,8.9,55.06
12,-66.4,447.39,271.7,1,14.72,50.98
11,-60.72,342.91,275.35,1,10.02,56.37
11,-61,350.55,371.82,1,14.31,51.5
3,-65.56,359.6,392.51,1,14.15,53.64
14,-48.74,874.6,791.18,1,7.68,53.9
22,-58.91,652.77,646.75,1,5.34,52.73
32,-73.19,167.33,178.26,1,13.5,68.35
16,-53.5,642.43,795.81,1,15.48,53.01
13,-58.5,521.37,522.35,1,5.24,61.25
31,-77.98,204.57,146.87,1,13.67,77.91
19,-48.12,871.9,865.14,1,16.07,50.96
12,-68.41,332.47,287.13,1,15.72,49.69
28,-65.08,455.16,389.98,1,12.71,71.2
2,-72.7,126.21,131.89,1,14.3,49.09
5,-59.15,630.3,729.61,0,15.21,55.05
24,-62.8,456.9,537.19,1,14.68,52.66
1,-76.14,258.38,45.56,1,7.69,56.16
29,-68.02,458.97,287.85,1,17.61,55.32
14,-50.39,876.51,542.71,1,17.61,51.7
24,-62.73,660.83,593.07,1,17.16,47.45
7,-70.31,211.5,268.12,1,13.81,45.96
6,-69.61,450.34,305.37,1,15.78,49.03
23,-65.91,527.67,643.86,1,5,50.03
26,-56.26,647.35,596.75,1,7.9,69.97
7,-69.43,226.35,161.55,1,14.32,51.6
3,-66.58,322.64,401.27,1,16.09,63.11
23,-64.44,509.68,571.68,1,15.39,54.95
8,-66.09,337.98,360.47,1,14.22,49.75
9,-62.42,349.73,496.07,1,16.48,58.23
12,-67.25,215.85,296.51,1,16.43,55.37
7,-69.17,352.95,234.55,1,14.8,47.85
15,-50.95,788.15,784.65,1,16.03,52.46
16,-53.54,656.11,714.18,1,4.4,44.82
4,-50.21,791.85,892.36,0,2.48,48.52
22,-58.93,650.12,634.02,1,15.19,46.2
32,-72.94,241,198.06,1,14.2,64.5
19,-46.7,853.21,863.75,1,15.13,47.84
14,-50.76,653.06,587.72,1,16.68,51.96
25,-70.85,358.57,295.62,1,13.55,52.09
16,-53.83,868.54,799.04,1,15.34,44.25
14,-51.39,775.19,613.75,1,14.36,55.8
23,-66.93,545.72,660.41,1,5.25,51.17
18,-53.63,691.62,449.44,1,15.71,44.59
7,-69.36,252.82,284.95,1,5.89,59.5
4,-51.15,701.04,799.08,0,2.77,45.6
26,-60.67,524.98,622.62,1,16.83,56.52
28,-64.45,522.55,390.32,1,15.2,62.76
32,-74.32,215.11,250.45,1,6.5,66.6
13,-60.36,522.87,582.22,1,18.51,52.4
3,-65.71,257.63,402.94,1,15.48,68.45
3,-66.54,349.43,395.42,1,5.66,60.29
10,-61.37,573.85,479.24,1,15.67,58.54
16,-53.19,854.43,781.04,1,15.67,43.26
11,-60.84,367.37,382.69,1,11.91,50.01
1,-76.39,241.79,122.78,1,13.77,50.16
14,-49.09,890.07,789,1,5.08,48.6
14,-49.73,854.09,788.42,1,17.09,50.74
36,-75.97,117.18,96.85,1,13.97,51.59
1,-75.59,175.78,121.22,1,7.94,50.47
24,-62.98,704.5,595.05,1,10.05,54.35
21,-51.54,855.93,857.09,1,16.06,47.26
2,-72.55,188.22,179.63,1,5.23,46.91
2,-73.15,129.83,188.13,1,13.96,44.98
1,-78.25,168.33,132.92,1,15.09,46.64
17,-48.18,856.6,855.13,1,18.11,52.87
11,-62.13,348.75,400.52,1,14.5,53.22
4,-50.21,782.61,878,0,3.99,51.06
7,-69.56,358.58,245.36,1,14.48,51.59
21,-50.88,872.43,865.21,1,15.38,57.8
33,-70.69,352.13,254.39,1,14.1,82.76
16,-53.14,651.96,789.09,1,15.72,52.8
19,-45.65,847.7,896.06,1,18.04,47.46
26,-60.31,692.7,577.57,1,16.57,50.09
16,-53.21,779.68,568.39,1,17.53,53.05
35,-73.5,159.27,102.84,1,15.43,51.57
12,-67.15,359.09,288.32,1,13.87,63.16
3,-65.9,363.43,384.72,1,15.58,58.76
19,-45.91,861.18,860.56,1,15.16,49.27
8,-66.88,259.72,408.4,1,16.29,51.44
8,-66.08,356.11,313.76,1,16.94,50.79
35,-73.62,128.33,160.48,1,13.8,54.85
20,-39.77,872.17,842.76,1,15.71,47.21
23,-66.74,646.83,646.8,1,16.38,51.84
29,-68.27,359,232.5,1,16.18,49.62
13,-59.97,537.95,604.15,1,18.13,53.03
27,-54.23,722.48,462.7,1,17.09,45.3
23,-68.41,515.84,577.87,1,10.82,50.13
35,-74.26,185.14,120.01,1,15.29,44.58
28,-62.84,438.01,372.61,1,17.49,77.3
24,-62.38,709.72,590.98,1,18,48.87
7,-70.23,163.83,262.51,1,15.13,50.98
35,-74.92,187.4,48.9,1,15.35,53.01
31,-76.56,80.48,139.42,1,15.39,78.13
11,-61.12,343.42,393.28,1,12.75,48.03
6,-68.08,354.75,253.21,1,11.09,49.39
36,-75.85,129.98,111.97,1,14.6,58.58
29,-67.62,339.83,290.9,1,15.52,50.44
34,-69.47,281.38,231.22,0,11.13,58.09
23,-66.69,555.26,576.4,1,16.11,45.95
27,-54.27,536.81,464.62,1,16.71,50.65
28,-63.53,340.71,355.07,1,16.24,59.74
25,-70.22,375,337.59,1,16.33,68.43
32,-74.5,158.36,237.77,1,13.91,66.85
2,-73.19,177.16,186.38,1,15.16,49
36,-75.74,121.76,124.6,1,13.69,52.78
32,-73.56,243.07,231.42,1,14.63,78.95
31,-78.13,107.66,110.86,1,13.65,75.72
21,-50.24,873.53,881.13,1,15.51,57.52
21,-51.09,860.69,853.99,1,15.97,46.91
31,-76.91,45.68,97,1,14.07,90.52
9,-62.16,524.66,466.58,1,16.36,51.83
11,-60.38,360.32,426.86,1,3.89,65.87
1,-76.67,103.58,129.76,1,13.92,49.06
19,-46.88,859.29,853.29,1,6.11,47.54
2,-72.94,176.44,178.83,1,11.85,53.64
21,-51.58,874.94,869.2,1,12.68,43.98
12,-65.81,235.16,225.02,1,17.43,56.21
36,-75.7,70.63,98.04,1,13.7,46.41
29,-67.76,344.19,282.19,1,15.44,49.87
6,-68.97,223.76,302.36,1,16.82,49.4
27,-53.67,531.08,467.18,1,17.52,57.9
15,-50.54,774.42,786.55,1,4.13,66.33
31,-76.73,164.97,139.92,1,13.46,78.37
32,-72.84,251.72,225.71,1,14.15,63.38
9,-61.68,512.73,374.75,1,3.96,50.25
18,-54.31,643.94,639.02,1,6.36,48.8
23,-66.34,504.59,554.48,1,15.84,48.35
3,-65.45,349.94,354.25,1,17.68,59.54
18,-52.48,647.6,477.1,1,5.79,49.24
8,-65.89,259.6,353.69,1,16.95,53.24
3,-66.09,372.05,346.29,1,17.36,60.12
28,-64.16,470.72,345.39,1,15.26,67.64
14,-49.41,876.52,563.51,1,17.75,52.38
22,-58.95,696.21,605.83,1,16.66,46.5
33,-71.5,354.86,258.05,1,4.11,60.01
8,-67.34,349.77,298.59,1,15.04,58.26
15,-50.37,862.34,787.68,1,14.32,49.91
5,-57.95,645.33,692.39,0,4.68,46.14
28,-64.8,465.86,392.33,1,16.74,94.65
17,-48.84,865.8,863.03,1,17.79,55.33
12,-67.55,360.11,251.07,1,11.84,63.34
5,-58.77,657.6,721.33,0,3.54,49
35,-73.91,191.28,97.74,1,15.73,50.84
31,-76.44,162.64,127.18,1,15.31,80.84
16,-52.73,651.89,663.05,1,4.58,57.88
34,-70.63,236.42,163.72,0,4.05,50.09
16,-53.94,711.21,679.89,1,13.47,45.79
4,-51.75,683.98,865.84,0,14.65,47.76
3,-66.08,358.79,334.24,1,16.88,54.93
36,-74.54,167.23,122.32,1,8.49,49.74
32,-73.78,244.08,246.72,1,4.68,67.99
16,-52.61,663.76,801.49,1,15.51,53.3
25,-71.36,270.28,298.3,1,16.79,60.92
27,-54.73,712.75,471.91,1,17.38,45.27
11,-61.7,346.92,259.3,1,14.91,51.21
11,-61.54,344.11,241.72,1,10.51,56.76
33,-70.94,334.56,263.96,1,14.4,81.63
9,-62.99,517.09,363.24,1,4.82,56.39
2,-72.73,126.36,102.23,1,14.44,47.99
20,-40.84,846.54,869.97,1,14.37,46.15
3,-66.04,349.21,400.4,1,18.05,52.83
17,-47.45,876.55,869.58,1,9.48,48.26
32,-74.12,154.01,192.42,1,14.19,62.61
19,-48.15,872.31,886.39,1,16.05,46.22
11,-62.76,340.06,370.92,1,16.94,58.79
10,-60.79,528.19,350.33,1,5.03,56.15
21,-51.38,848.74,863.53,1,17.5,44.86
17,-49.57,858.06,870.64,1,6.62,46.91
11,-63.56,356.98,237.84,1,10.94,50.58
29,-68.47,392.32,250.84,1,15.09,60.09
14,-48.3,781.06,772.65,1,16.98,51.06
14,-48.74,806.14,584.18,1,16.71,51.25
22,-59,635.03,639.4,1,17.22,52.78
6,-67.66,345.96,248.96,1,13.42,61.96
4,-50.64,624.32,877.85,0,4.61,45.64
23,-67.17,645.15,579.23,1,11.37,49.62
10,-59.82,340.6,393.53,1,6.28,49.47
6,-68.23,249.84,303.14,1,16.6,50.13
5,-59.69,661.62,672.55,0,14.99,55.13
11,-61.74,372.62,364.27,1,17.19,55.76
4,-51.08,640.26,862.66,0,4.88,45.11
36,-76.07,115.69,102.89,1,13.31,52.45
21,-46.7,860.93,862.35,1,17.99,40.59
31,-76.95,185.61,133.8,1,13.27,77.86
5,-58.08,663.03,578.35,0,3.83,48.55
26,-60.12,657.26,546.57,1,16.15,61.86
10,-61.52,571.96,423.11,1,16.64,51.08
11,-60.73,363.44,385.13,1,5.56,51.93
28,-65.26,462.75,396.63,1,13.22,71.78
28,-64.75,510.84,395.32,1,13.02,59.75
12,-67.8,462.53,179.54,1,11.74,48.22
13,-60.56,650.27,515.17,1,4.23,54.93
11,-61.1,352.78,379.71,1,4.23,64.98
6,-68.79,168.94,283.76,1,13.9,50.26
3,-66.59,334.52,226.39,1,14.65,57.32
5,-59.1,651.3,701.28,0,3.11,49.2
35,-73.55,191.55,106.87,1,17,52.44
4,-49.15,654.43,869.28,0,13.78,51.42
25,-70.98,339.41,279.55,1,15.52,55.73
10,-59.75,468.62,384.06,1,17.67,52.25
18,-52.14,634.64,648.46,1,6.23,51.97
26,-60.33,703.58,584.87,1,14.35,52.82
14,-50.24,649.43,584.98,1,16.96,52.04
1,-76.3,244.97,193.15,1,11.15,61.25
19,-47.65,863.23,878.7,1,15.82,45.97
28,-63.27,356.23,397.45,1,14.27,69.71
23,-65.09,617.83,658.05,1,13.39,49.14
27,-54.47,642.16,653.24,1,5.68,48.98
8,-66.35,353.86,296.71,1,12.71,48.11
20,-39.45,859.74,866.95,1,17.01,53.65
14,-48.66,881.13,606,1,14.28,49.76
23,-65.94,651.07,581.1,1,17.2,50.43
14,-49.73,636.83,617.33,1,17.06,52.3
32,-74.02,244.42,238.97,1,14.68,65.45
24,-61.03,691.67,606.93,1,15.3,48.08
18,-52.93,655.64,631.35,1,15.64,51.52
9,-62.65,659.03,461.25,1,15.17,52.79
25,-70.1,331.23,347.27,1,14.34,61.18
29,-67.95,343.51,283.48,1,16.31,55.06
2,-71.81,100.77,141,1,6.47,48.13
10,-60.93,590.39,402.4,1,16.34,50.49
14,-49.76,867.59,782.18,1,17.26,50.1
12,-66.76,482.38,306.42,1,15.19,50.64
2,-73.46,119.43,205.3,1,13.69,56.68
36,-75.07,103.77,80.44,1,12.82,51.49
3,-66.26,467.53,238.36,1,17.22,53.68
35,-73.67,169.77,117.12,1,16.83,52.69
21,-50.52,866.47,866.01,1,16.54,47.92
20,-39.98,864.79,877.89,1,16.95,46.11
7,-70.3,239.21,165.84,1,15.73,55.81
7,-69.72,177.16,230.93,1,14.44,55.39
12,-67.09,352.94,296.6,1,14.83,51.77
35,-73.55,235.75,117.35,1,16.07,53.21
24,-61.15,469.34,506.8,1,5.14,48.91
5,-59.61,654.39,23.9,0,16.41,64.62
9,-61.95,450.17,482.28,1,15.68,71.75
18,-53.74,576.99,574.27,1,15.28,46.68
23,-63.88,518.6,602.34,1,15.49,54.82
24,-64.13,583.26,511.53,1,15.61,47.92
26,-59.27,537.71,527.5,1,16.88,52.65
4,-50.47,793.87,863.47,0,13.39,56.64
24,-62.32,458.2,517.43,1,14.74,49.31
4,-50.57,789.46,862.99,0,2.05,59.57
22,-58.99,649.57,651.31,1,14.81,53.33
27,-54.82,666.89,643.85,1,15.3,54.68
31,-77.12,82.13,126.81,1,12.66,79.41
28,-63.98,459.72,397.29,1,7.24,69.04
22,-59.66,640.07,667.46,1,14.44,47.84
20,-39.93,862.56,866.48,1,18.01,47.19
9,-62.25,647.56,535.51,1,5.69,50.64
13,-59.11,634.35,346.64,1,3.29,63.31
16,-54.25,768.38,640.09,1,13.53,50.67
5,-58.77,647.91,689.24,0,14.9,54.87
23,-66.04,702.74,659.68,1,16.13,49.03
2,-73.52,114.09,207.27,1,13.7,44.96
15,-51.41,767.35,771.44,1,16.1,65.45
14,-48.58,870.5,770.18,1,3.52,52.36
17,-48.08,870.44,863.57,1,17.36,46.79
28,-63.08,506.4,403.18,1,12.81,58.67
19,-47.59,873.67,877.27,1,8.46,48.53
22,-58.8,664.06,582.84,1,16.21,50
5,-58.91,639.26,699.4,0,5.24,50.03
10,-60.98,492.15,408.54,1,14.61,48.27
9,-62.25,522.64,474.55,1,16.33,51.79
1,-76.28,180.49,125.49,1,6.06,46.3
32,-73.08,238.72,188.03,1,15.17,75.52
34,-71.89,255.26,110.5,0,12.2,54.57
28,-64.35,350.76,400,1,15.44,61.53
12,-67.15,474.95,271.47,1,15.16,51.51
3,-67.05,249.21,386.74,1,10.14,57.35
18,-54.4,641.84,647.72,1,17.93,48.35
17,-48.55,863.81,875.43,1,15.63,50.14
17,-49.12,884.49,872.91,1,17.76,47.63
24,-61.99,530.53,588.1,1,16.13,55.56
35,-75.75,93.35,136.72,1,14.71,52.36
32,-73.77,210.31,235.11,1,15.21,73.26
13,-59.64,649.37,524.67,1,3.98,54.37
18,-52.42,648.43,655.16,1,14.22,47.84
7,-70.39,167.27,185.2,1,17.7,49.17
16,-53.14,815.71,598.48,1,17.47,54.01
6,-67.27,358.28,245.61,1,8.71,55.46
32,-74.1,241.48,180.24,1,15.71,78.76
21,-51.63,861.18,891.41,1,17.63,45.64
17,-49.3,858.9,866.99,1,15.41,54.22
33,-70.99,335.16,279.61,1,14.48,81.58
6,-67.25,366.2,302.66,1,14.18,55.61
32,-72.73,241.84,178.02,1,8.64,65.94
20,-39.71,880.01,869.11,1,15.79,51.95
24,-60.53,712.65,581.22,1,15.6,48.29
11,-63.11,354.61,359.96,1,15.18,51.63
14,-49.32,794.13,792.42,1,15.38,50.37
13,-61.37,534.65,531.08,1,15.19,59.47
36,-75.04,108.65,79.1,1,14.73,54.44
17,-50.16,867.5,858.51,1,15.48,45.19
12,-66.66,344.65,309.91,1,16.8,49.25
8,-66.71,359.28,272.81,1,14.65,47.82
6,-69.19,453.33,257.26,1,15.83,51.01
16,-53.86,803.17,703.76,1,13.14,49.5
36,-74.85,173.91,152.43,1,14.92,59.03
1,-76.11,225.58,134.97,1,13.91,51.02
11,-60.29,336.74,365.23,1,15.74,51.81
15,-49.47,868.49,784.93,1,13.96,50.76
8,-67.09,255.47,382.56,1,15.04,46.91
17,-48.96,879.94,845.23,1,16.12,59.58
15,-51.67,648.23,792.7,1,15.79,52.93
16,-53.01,645.41,710.73,1,16.82,44.03
21,-51.33,851.92,858.92,1,11.09,46.36
22,-59.09,655.89,645.95,1,14.63,47.16
27,-55,650.44,644.21,1,15.84,47.9
20,-39.85,875.1,877.12,1,15.71,47.15
8,-67.23,250.69,357.97,1,15.81,55.39
28,-63.47,328.98,366.58,1,11.05,58.55
21,-51.93,862.9,861.33,1,15.5,47.04
35,-73.94,181.53,144.97,1,16.12,45
33,-71.09,344.31,263.84,1,3.12,66.4
35,-74.09,182.68,58.76,1,15.66,53.34
3,-65.24,478.58,394.57,1,16.81,55.72
15,-50.94,787.34,758.78,1,15.57,53.84
28,-63.88,462.44,388.06,1,13.45,94.43
28,-64.06,477.17,398.73,1,16.75,94.58
23,-66.32,586.71,629.11,1,4.55,54.09
9,-61.57,537.81,467.69,1,16.59,51.62
33,-71.02,375.08,307,1,15.23,64.51
22,-59.86,538.78,670.28,1,16.71,47.65
22,-59.49,707.86,678.14,1,14.5,47.37
29,-68.02,350.55,345.24,1,15.22,69.51
31,-77.34,111.62,123.43,1,15.36,75.33
14,-48.7,779.16,565.7,1,17.03,50.91
13,-60.72,522.91,587.77,1,16.53,53.49
26,-60.97,651.97,534.16,1,17,54.18
26,-58.6,650.26,545.08,1,10.75,52.82
32,-72.63,236.28,240.65,1,2.8,70.73
12,-67.18,469.54,295.29,1,15.47,51.65
12,-66.95,347.21,287.84,1,15.92,48.44
29,-68.06,320.37,247.95,1,16.94,56.54
14,-50.27,863.23,806.54,1,15.44,43.08
15,-51.01,767.69,698.69,1,4.1,51.34
18,-52.68,673.22,657.31,1,6.29,52.62
18,-54.38,722.58,466.64,1,15.19,44.49
31,-77.34,172.44,126.65,1,15.94,62.9
16,-52.9,782.28,693.86,1,12.68,50.3
2,-73.06,100.58,93.78,1,14.46,47.77
33,-71.17,387.17,244.32,1,8.12,73.95
35,-73.26,165.5,125.3,1,16.21,44.82
29,-68.42,479.83,361.81,1,16.49,76.39
12,-67.23,325.34,298.22,1,14.83,52.38
20,-39.67,867.34,865.76,1,15.85,52.13
15,-51.05,882.76,793.31,1,14.17,39.3
14,-50.49,865.51,778.8,1,15.73,43.03
27,-54.44,529.51,576.28,1,15.66,47.1
3,-66.02,386.6,395.53,1,16.05,65.42
14,-49.57,875.51,679.48,1,5.56,60.4
31,-76.57,190.2,155.32,1,14.52,78.09
14,-49.78,875.37,782.44,1,15.38,52.2
11,-65.56,357.71,227.62,1,10.79,50.5
36,-73.6,118.75,119.15,1,8.65,53.25
16,-53.36,777.68,666.73,1,5.03,52.74
23,-66.29,583.79,576.57,1,16.79,54.65
18,-53.16,786.32,667.65,1,13.89,50.15
1,-74.98,218.43,195.27,1,5.65,57.73
35,-73.97,111.45,127.02,1,14.36,55.33
24,-60.7,478.78,517.08,1,5.64,48.15
21,-50.06,877.4,881.3,1,5.03,51.23
33,-71.4,206.76,255.22,1,14.87,71.18
33,-71.28,231.99,250.78,1,7.07,72.65
3,-66.43,348.66,223.18,1,14.87,58.34
7,-69.31,177.1,159.82,1,14.9,48.79
7,-69.4,168.83,227.71,1,13.56,49.56
13,-58.52,550.72,586.91,1,14.61,53.39
22,-59.63,647.03,664.48,1,14.8,46.95
16,-52.59,632.52,647.49,1,14.98,49.42
36,-76.76,106.75,124.54,1,13.75,52.37
3,-66,461.71,231.19,1,16.87,53.61
26,-60.06,512.92,516.98,1,15.99,53
35,-75.28,178.72,111.62,1,16.19,49.94
10,-60.35,471.69,400.34,1,15.4,55.1
26,-60,517.8,536.95,1,15.64,53.56
32,-73.75,249.29,218.77,1,14.49,65.9
4,-49.99,696.37,812.24,0,3.54,58.11
18,-53.78,672.04,676.16,1,14.51,47.06
31,-76.76,58.17,111.38,1,13.78,90.33
36,-74.48,153.21,119.42,1,14.22,50.07
29,-67.38,339.96,299.78,1,13.91,69.83
28,-64.36,481.11,372.3,1,12.72,71.45
32,-74.1,220.16,180.69,1,14.83,64.91
8,-65.95,347.65,291.57,1,12.54,48.35
26,-59.95,638.73,528.4,1,16.78,53.94
9,-62.25,465.25,477.98,1,15.79,71.09
12,-66.69,480.2,260.98,1,13.93,48.73
20,-40,884.11,837.83,1,17.41,46.78
15,-51.8,759.66,779.97,1,14.84,44.7
3,-66.21,354.03,341.31,1,17.24,59.18
24,-62.81,618.94,593.14,1,11.13,54.02
20,-39.1,840.35,869.32,1,13.97,49.76
9,-62.12,529.38,354.82,1,14.86,71.32
15,-50.16,880.89,789.89,1,17.12,40.9
2,-73.41,122.05,127.86,1,14.22,48.53
6,-68.82,375.65,291.64,1,14.45,49.74
27,-55.1,667.47,646.99,1,15.9,46.88
10,-60.74,456.03,478.55,1,15.84,53.98
8,-66.57,235.45,350.94,1,16.02,55.11
10,-60.86,457.93,401.91,1,17.94,51.77
32,-73.02,251.15,219.25,1,2.85,69.71
2,-72.53,96.32,113.76,1,17.11,43.43
33,-70.96,357.91,299.16,1,5.43,65.44
22,-59.13,713.96,652.31,1,14.58,48.3
32,-74.02,347.52,208.04,1,15.98,66.24
8,-66.54,480,383.57,1,14.42,47.76
20,-41.41,881.77,858.53,1,15.8,54.01
7,-70.45,239.07,154.81,1,14.2,51.55
11,-64.25,339.9,254.82,1,10.9,50.98
23,-66.36,662.81,639.87,1,16.28,47.09
7,-69.54,375.37,238.35,1,14.51,48.25
22,-59.49,517.85,670.65,1,16.95,46.84
35,-73.81,187.18,56.77,1,15.55,53.23
33,-71.18,356.03,267.18,1,6.13,66.71
9,-62.45,641.19,445.17,1,18.13,51
10,-60.5,346.72,385.59,1,6.16,49.65
31,-77.9,187.37,136.07,1,13.31,83.71
1,-75.2,191.03,138.28,1,17.36,49.43
14,-50.94,852.64,767.84,1,15.08,43.87
13,-61.5,663.84,510.62,1,3.88,54.02
3,-66.22,354.87,399.95,1,14.45,55.63
10,-59.99,465.91,397.57,1,14.44,63.8
33,-71.42,467.17,254.31,1,12.62,73.22
14,-49.23,871.03,755.13,1,15.39,51.16
34,-70.8,232.44,160.51,0,12.92,55.57
23,-65.98,638.58,647.12,1,17.46,53.33
1,-75.95,191.06,133.98,1,17.16,48.14
11,-60.93,365.69,276.08,1,17.4,51.54
9,-62.68,347.31,498.28,1,5.66,65.15
15,-50.66,790.73,795.32,1,5.59,52.23
27,-55.86,512.05,574.56,1,16.95,45.01
26,-60.3,650.25,528.73,1,17.23,54.57
28,-62.78,338.11,348.18,1,15.74,59.95
32,-74.35,226.31,212.28,1,3.24,63.16
20,-39.78,894.15,867.74,1,15.82,52.33
34,-71.43,263.06,266.81,0,2.68,60.01
25,-70.27,218.64,334.66,1,14.02,54.92
29,-68.28,335.29,360.84,1,17.25,61.93
27,-55.79,664.56,646.63,1,16.3,46.73
12,-66.6,332.45,270.02,1,14.87,71.33
31,-77.41,97.27,111.82,1,13.64,71.58
6,-67.29,349.61,296.22,1,15.27,50.57
20,-40.14,884.59,843.65,1,17.4,51.48
21,-51.4,840.34,859.46,1,4.88,47.05
9,-62.48,502.04,317.1,1,15,71.92
25,-70.92,237.82,320.2,1,14.88,54.64
13,-60.58,531.55,521.59,1,15.59,59.27
31,-77.17,135.96,138.22,1,14.95,75.14
5,-57.41,645.82,595.64,0,14.67,54.73
33,-71.01,345.42,242.71,1,14.31,81.41
28,-63.67,488.21,388.3,1,7.42,68.63
18,-53.91,666.97,657.71,1,15.41,56.69
14,-48.65,894.49,789.75,1,4.98,53.82
24,-59.33,713.04,586.59,1,16.18,49.14
11,-61.63,368.64,404.71,1,12.29,48.08
16,-53.87,651.73,677.24,1,15.66,69.25
36,-75.63,114.1,124.8,1,13.91,51.35
10,-60.25,532.04,402.32,1,13.13,47.59
7,-70.32,191.17,234.41,1,15.22,48.53
13,-59.45,513.51,532.19,1,15.68,53.28
12,-66.52,449.8,249.11,1,13.61,48.59
1,-75.7,178.27,135.27,1,16.66,54.08
24,-62.91,644.52,515.75,1,16.61,46.92
17,-50.84,849.08,869.46,1,17.4,51.9
26,-60.39,522.37,490.64,1,17.34,52.24
20,-38.84,866.79,888.01,1,13.89,49.21
7,-70.24,232.56,252.83,1,4.66,56.03
11,-60.77,369.14,379.95,1,3.62,65.23
1,-75.75,203.41,164.04,1,14.86,51.32
22,-58.55,659.48,646.99,1,5.28,52.09
28,-64.35,348.15,351.52,1,17.17,57.69
35,-76.1,117.12,118.11,1,3.65,55.7
27,-53.98,655.38,617.66,1,5.13,60.68
2,-72.9,94.68,201.79,1,8.44,47.32
17,-49.16,864.02,849.38,1,14.64,45.32
24,-62.17,508.66,577.48,1,15.57,51.38
7,-70.48,244.66,264.21,1,15.82,44.67
3,-66,253.54,389.44,1,9.77,56.6
17,-49.9,858.18,847.24,1,4.51,48.67
2,-72.92,167.41,179.97,1,17.41,50.49
21,-51.11,839.12,843.87,1,15.87,48.02
25,-70.43,348.83,311.19,1,16.33,67.64
11,-64.1,377.04,236.02,1,10.71,50.12
25,-69.73,228.35,235.25,1,14.64,56.48
34,-70.92,277.64,26.32,0,13.91,58.12
25,-72.6,342.64,293.51,1,10.95,56.9
22,-58.71,657.31,679.03,1,15.01,52.99
26,-60.44,522.57,521.11,1,16.69,52.49
23,-66.21,651.64,657.63,1,17.49,53.58
22,-59.4,526.65,630.18,1,16.76,47.87
22,-59.92,641.87,652.94,1,16.67,54.07
24,-62.1,546.44,601.08,1,15.29,51.11
7,-69.38,198.64,215.87,1,13.7,49.97
31,-76.8,154.37,134.11,1,14.64,77.91
21,-50.48,863.69,852.23,1,17.11,63.2
13,-60.86,525.86,585.44,1,15.4,52.69
14,-49.25,850.43,782.76,1,3.75,52.61
11,-61.82,342.23,341.69,1,17.44,55.31
32,-73.23,183.12,204.69,1,13.94,63.16
35,-73.72,192.8,114.57,1,15.31,50.98
14,-48.69,774.45,786.07,1,17.13,51.09
2,-72.27,170.94,169.41,1,11.33,53.23
13,-60.62,527.66,584.54,1,17.03,53.25
33,-70.77,349.45,266,1,12.85,74.53
9,-61.63,537.5,463.25,1,4.25,73.11
6,-68.76,241,280.16,1,16.64,49.39
35,-74.92,177.61,130.37,1,13.66,46.7
2,-73,167.55,142.38,1,11.85,53
16,-53.14,779.59,777.4,1,18.27,48.06
23,-65.37,649.22,654,1,13.73,48.65
19,-47.66,889.02,870.39,1,8.61,49.02
3,-66.39,368.78,394.01,1,18.03,52.73
4,-53.47,678.09,889.45,0,14.46,49.87
29,-68.51,457.4,269.17,1,11.43,59.74
9,-61.79,504.55,502.16,1,16.56,47.47
11,-61.18,330.11,390.39,1,16.7,55.13
27,-54.49,518.3,593.98,1,15.91,47.27
22,-59.02,657.14,649.66,1,5.26,52.63
35,-74.13,164.23,139.95,1,16.39,46.18
33,-71,336.13,238.74,1,14.34,82.14
1,-75.54,189.36,117.31,1,8.39,51.46
8,-67.29,355.82,340.78,1,15.1,52.1
15,-51.55,880.32,782.9,1,15.12,51.73
12,-68.14,328.5,280.1,1,15.94,60.12
6,-69.24,183.91,264.3,1,13.88,50.48
6,-77.82,106.46,22.66,1,15.43,52.34
27,-53.7,652.36,652.39,1,14.87,53.26
9,-61.72,547.08,338.76,1,4.3,50.06
10,-60.29,354.49,396.31,1,16.36,49.27
21,-51.13,852.16,874.1,1,11.47,45.71
2,-72.75,194.33,158.45,1,11.65,53.16
33,-71.25,252.62,175.41,1,15.83,72.19
10,-61.36,463.76,406.11,1,14.72,47.97
19,-46.65,873.92,851.16,1,15.06,48.02
14,-49.58,859.64,788.28,1,16.77,49.87
29,-67.09,351.63,269.54,1,14.08,52.39
23,-66.16,537.13,660.34,1,5.19,50.54
4,-50.1,720.43,763.53,0,2.77,45.64
23,-65.5,634.53,654.5,1,3.31,47.69
27,-55.57,504.55,655.79,1,14.63,53.88
8,-67.67,348.85,343.65,1,14.67,50.19
10,-61.76,466.02,378.36,1,15.62,53.65
4,-51.66,640.94,850.55,0,15.63,46.15
19,-48.86,864.43,865.56,1,15.08,46.03
32,-72.62,254.67,216.61,1,15.4,75.74
34,-70.95,251.61,251.01,0,8.47,60.66
29,-70,348.03,265.19,1,13.97,55.62
7,-70.64,226.68,274.24,1,10.41,51.84
19,-49.06,863.27,847.79,1,4.68,53.75
